y,x_1,x_2
4.498100224141801,1.3699194175569727,0.46282684786010003
5.91391350451023,3.000167096643054,0.26611279893239
10.084819587218334,3.015507231183728,0.3226265757374635
3.8923139284999264,2.65789892333805,0.21251182479585254
12.76823762198122,2.9917022579579355,0.3883263952404367
0.16647494179306777,0.686736645651402,0.27067186733695214
250.11667269491574,3.783479134525188,1.3354540711195546
335.8576733880321,3.371600403889156,1.733960777246128
6.555272368711134,1.9829608679496626,0.4211276723226808
0.036176847352047514,0.20717051334089848,1.111937254921918
4.232894637496295,1.763430400086853,0.3723373272798342
7.778056654875659,3.2498400566010215,0.27014792023266987
33.06455893996589,1.474569669024098,1.2474582634943017
214.95783232455733,1.0682895020397345,4.37364762881306
1.5625720306315114,0.5298083941393881,0.7747264886876503
150.03655877683948,4.206514481763229,0.931108694765174
1.7959368079896634,1.3855844370853914,0.3021040819225207
8.013649625907547,2.4827427970722105,0.36697446524957944
2.6289381273252754,1.8081183765288331,0.2596196807697375
140.89143058316003,4.661909997632615,0.811691679461077
0.7884390684313327,0.10863299095429745,0.6902268154771776
3.578133216340387,0.668214591518258,0.9864131693987349
277.97987588781695,4.735454234140596,1.1239365272201909
32.929100579517836,4.997748917207221,0.37035302486476307
501.149920955207,3.843779023099884,1.858256269884075
6.371863063465601,3.199317979810525,0.24681706606084894
0.7012968239854119,0.15615677284458235,0.35308552493771
32.21093489363142,2.84463985098785,0.6346383329272075
278.9593423632745,4.471120422359804,1.1929415489778692
1.3193479011613696,1.484795135485279,0.242372661460303
9.952617295923673,2.086164716214701,0.4912390097985834
248.2371856845594,3.2853624055071475,1.534223471229243
10.153536801503598,3.990617734641,0.24892101813038348
6.8408731107098495,2.7358075437729714,0.3151274462022913
3.0633892460990446,2.4402980238656906,0.202193018356406
8.731651110898675,4.144657875303688,0.22331861986180507
61.30497610096724,3.221787957767079,0.7747125704302447
380.67130096693467,3.473673208069966,1.7929535833403774
-0.21323940738010924,0.6008179642838954,0.2531323176447164
27.02837456312003,3.0423331491516032,0.5450458167041549
2.497493889059562,2.582219092302789,0.2004034481431449
22.13994510258929,2.7816857875607104,0.5360657119057003
0.03486653283709279,0.13477917758798666,0.38323944438125074
2.1815593679608924,1.925387022644895,0.22297648367706052
-0.06662477475020603,0.4414370278752989,0.28216626110971943
0.3066500440650769,0.37765314928918103,0.7048092460661193
959.9570118671709,1.362398950914084,7.262215384859493
233.71714844393915,4.274714942006937,1.1409711671371272
1101.8946434310508,3.87637436732142,2.7338881968522277
5.673477067341869,2.774954021663627,0.2864508399598858
